title;=>centrality;=>subs;=>views;=>comments;=>country;=>topics
Channels/UCOY8mb3IBqmIrcPfiA0hWKw;=>1.0000;=>19;=>4091;=>0;=>null;=>null
Channels/UCOYeHdnV8MpJ6EpkjB3NEdg;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCoyfHNLd0aE9OUzfjAAebZQ;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCoyFo1mGnb5NHM8sndZp1gg;=>1.0000;=>7;=>72;=>0;=>null;=>null
Channels/UCoynaA8fL06ygAJb61PQ_LA;=>1.0000;=>9;=>1220;=>0;=>null;=>null
Channels/UCoYO_5rYXLan4_KWlMzb0bQ;=>1.0000;=>15;=>0;=>0;=>null;=>null
Channels/UCOywJ4ZEZ2k0xCqpKdeJoeQ;=>1.0000;=>388;=>0;=>0;=>null;=>null
Channels/UCoYXr6589ycbNm4AMJcFUcQ;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCOz2ASbQ0NSXqVQtdjKVT0Q;=>1.0000;=>2;=>10;=>0;=>null;=>null
Channels/UCOz2nV0XkopJtjzuZD-8eww;=>1.0000;=>752;=>74860;=>0;=>null;=>null
Channels/UCOZbB1p3T8Oakt_9BhBghag;=>1.0000;=>17;=>227;=>0;=>null;=>null
Channels/UCozBoRFHdJ5GC0Pbij7VsCA;=>1.0000;=>12;=>0;=>0;=>null;=>null
Channels/UCOziImsYWvJRUIUeQNIGjQw;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCOZknD0j1K_xIThh3LMT2Kg;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCOZPhfAgByK3agdRmXQfijQ;=>1.0000;=>8;=>0;=>0;=>null;=>null
Channels/UCOzV3i0BL6dBq1QQqqYJh-Q;=>1.0000;=>8;=>1479;=>0;=>null;=>null
Channels/UCP-9aD48yNvhBYDHPerSgQg;=>1.0000;=>4;=>0;=>0;=>null;=>null
Channels/UCP-nWN9g4ZW-uEvmVVLsFwA;=>1.0000;=>0;=>8;=>0;=>null;=>null
Channels/UCP0i54UltabKRF2rh6S9DoQ;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCp0Ik7dnHvpKnqinfZJv0Gw;=>1.0000;=>0;=>1405;=>0;=>null;=>null
Channels/UCp1czCDppaMKFAINXDNELqg;=>1.0000;=>5;=>0;=>0;=>null;=>null
Channels/UCP1L5693KDpHv67VcqRoUEA;=>1.0000;=>1060;=>512062;=>0;=>null;=>null
Channels/UCP1YZ1Gq-9oS1gqOFmQGxjw;=>1.0000;=>29;=>2954;=>0;=>null;=>null
Channels/UCp2_Agedd-GOrzs33nIRZvA;=>1.0000;=>1;=>0;=>0;=>null;=>null
Channels/UCp2boDSKWi9MF4_8XKuNzPw;=>1.0000;=>40;=>0;=>0;=>null;=>null
Channels/UCP2RZSGZUzct-KSruxz-6Tg;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCP2uFGFc2D0ejcmlGcVmXGw;=>1.0000;=>0;=>4;=>0;=>null;=>null
Channels/UCP34qXc2WI5o8IQ0mfGtiKg;=>1.0000;=>95;=>0;=>0;=>null;=>null
Channels/UCP3k8q_yFtOlSff3Cs6RqmA;=>1.0000;=>2630;=>1792001;=>0;=>null;=>null
Channels/UCp3YQEWG0rAbUYy8Be_cnLw;=>1.0000;=>542;=>68786;=>0;=>null;=>null
Channels/UCp4A-T-lq4ywMDaeY8f8QOQ;=>1.0000;=>1;=>0;=>0;=>null;=>null
Channels/UCp4aqtIWGXSUDzz2qx7lj1A;=>1.0000;=>2;=>0;=>0;=>null;=>null
Channels/UCp4CJs8A4fuqVzhzVnGBZxA;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCP4JGvNISV9Nrv7nXdN48QA;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCp4u-jdE2POI_2DGj3UIgJg;=>1.0000;=>1;=>8;=>0;=>null;=>null
Channels/UCP52b0o-8-__L5fHwn2KKYQ;=>1.0000;=>20;=>1383;=>0;=>null;=>null
Channels/UCp5I_-CWpqZ6ASwgfOTZKfQ;=>1.0000;=>10;=>1671;=>0;=>null;=>null
Channels/UCP5lSJngJSEfwTbxLCU-Emg;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCp5Nwp-1k2n7_LSlbgAhFTw;=>1.0000;=>16;=>624;=>0;=>null;=>null
Channels/UCP60RY0NWhZJ77D8PfsUBug;=>1.0000;=>11;=>81;=>0;=>null;=>null
Channels/UCP6ouw8x73wB1iJ5hUuLhDg;=>1.0000;=>2;=>57;=>0;=>null;=>null
Channels/UCp6YvWlB3FiDRp-uM4G-0jA;=>1.0000;=>1;=>12;=>0;=>null;=>null
Channels/UCP6zMXR4bmNOaor3z94B3dQ;=>1.0000;=>11;=>142;=>0;=>null;=>null
Channels/UCP7fHqX4flqzw2JayMwlULg;=>1.0000;=>17;=>0;=>0;=>null;=>null
Channels/UCp9Ao4Xbp6xF5vIq41c1Dpw;=>1.0000;=>3;=>27;=>0;=>null;=>null
Channels/UCP9dAGi4OC7HV2qf95LS3dw;=>1.0000;=>3;=>0;=>0;=>null;=>null
Channels/UCP9nsZMyT6bx623euDAnnLQ;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCP9qJN2eT9DckKakxfmu1OQ;=>1.0000;=>1530;=>11079;=>0;=>null;=>null
Channels/UCp9WHV5gOjwwTfr2J2eZ2Xw;=>1.0000;=>23;=>652;=>0;=>null;=>null
Channels/UCp_JwFKiskGAFR5gQGXbhiA;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCpA4JjIIMx0R92vTvvtY4xA;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCPa7h5W50SdpBj2yOu4Op_w;=>1.0000;=>32;=>983;=>0;=>null;=>null
Channels/UCpaFDbEheBOXPYyRwovti_Q;=>1.0000;=>61;=>2843;=>0;=>null;=>null
Channels/UCPAkR2ONuKZrhzmEPZ9O03g;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCPAO-HQwQdID7aAZArQDmnQ;=>1.0000;=>25;=>746;=>0;=>null;=>null
Channels/UCpaphMAcycKrtePND_AP8Fg;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCPApLfWrj-qgdXfwYSjzBOg;=>1.0000;=>1120;=>35406;=>0;=>null;=>null
Channels/UCpASoakIrMUeyBow_m6NR7w;=>1.0000;=>852;=>71317;=>0;=>null;=>null
Channels/UCpazAw35bETTmEgYRgn_w3w;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCPB8jfDVKE9TSa8iTWDAxpw;=>1.0000;=>174;=>617712;=>0;=>null;=>null
Channels/UCPBeAEo1EfMJXR0j6SKZqHA;=>1.0000;=>46;=>140;=>0;=>null;=>null
Channels/UCPbEsH_dSeOJy_XTj00INaA;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCpBFxYSX0YVCiF6wPD5xKIA;=>1.0000;=>1;=>0;=>0;=>null;=>null
Channels/UCPbGLOYUI6rcG08tJ1iysKA;=>1.0000;=>25;=>1401;=>0;=>null;=>null
Channels/UCpbgYmduua9dY8OZdN7r9cg;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCPBQMS63XR3450tlRkHSpaA;=>1.0000;=>0;=>7;=>0;=>null;=>null
Channels/UCPBSWVxbYtVGCz2dCBhIxuQ;=>1.0000;=>1;=>0;=>0;=>null;=>null
Channels/UCpC-27dfiSE0rYYAy6d_BNQ;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCPC1EcSah-e4romx6fdffoA;=>1.0000;=>0;=>6;=>0;=>null;=>null
Channels/UCPcfrraCQYQXVXAhlCdjiSA;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCpclTsCc_eILZCs84pdAK4A;=>1.0000;=>0;=>30;=>0;=>null;=>null
Channels/UCPCNkSPFnvOZ1FdL5xIPeOQ;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCpCtN5viZYGl9r18GNk_GFg;=>1.0000;=>130;=>2469;=>0;=>null;=>null
Channels/UCPdiuhqBPnGEDf0qgv68NvA;=>1.0000;=>7;=>0;=>0;=>null;=>null
Channels/UCpdV1wAEP0WHdz8HOlAJUAw;=>1.0000;=>25;=>0;=>0;=>null;=>null
Channels/UCpdw1ZPI6FarBHPWRRWFHEg;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCPe5fA8ccVJKdHU-EvMRfPA;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCPE7HYT8AJvkI7PVHoRB7LA;=>1.0000;=>1;=>0;=>0;=>null;=>null
Channels/UCPeeVRiUpVX7zjpCBTWGyLQ;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCpeGyQqnvXeHHwrMv5S-8Yw;=>1.0000;=>0;=>14;=>0;=>null;=>null
Channels/UCPeKCmTqCVCMK2Mgp0fv1WQ;=>1.0000;=>14;=>1100;=>0;=>null;=>null
Channels/UCPERqpEcJ-Kv8l75esdeiFQ;=>1.0000;=>3;=>62;=>0;=>null;=>null
Channels/UCpeUaGLhYHQMcFEQUt5O9FQ;=>1.0000;=>272;=>13485;=>0;=>null;=>null
Channels/UCpfaAFJI8ShrmeGY-Vj_zdg;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCPFaDq6YLaWgeN9EVYKrkUg;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCPfpWqErx8uTPChU6haJO8A;=>1.0000;=>4;=>0;=>0;=>null;=>null
Channels/UCpfYBOgIV5MSGAgUuV_Purg;=>1.0000;=>17;=>1280;=>0;=>null;=>null
Channels/UCPG-1aMz2JVPnotFR_O3fVw;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCpG8JaTkvJt1AmXWQZ7nJOw;=>1.0000;=>300;=>906029;=>0;=>null;=>null
Channels/UCpG9QUh0RMWcQ1EMPtbOf-w;=>1.0000;=>1;=>0;=>0;=>null;=>null
Channels/UCPH5blPvaR1lft1YNUQIJ5A;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCPhC8hums0lZT458yI1bWHw;=>1.0000;=>11;=>641;=>0;=>null;=>null
Channels/UCPhe2Q4DQi0iiYeXpj_UwWQ;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCpHUoNOcB7E-V79VzQInjrw;=>1.0000;=>63;=>3569;=>0;=>null;=>null
Channels/UCPhXva4j_PqQaXOn5YqKFxw;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCPI9Dj2bc93VgAyhJVbALwA;=>1.0000;=>4410;=>358707;=>0;=>null;=>null
Channels/UCPidAvrdkuuEpV6l1lVNlyw;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCPJ-PqX00hjHFjfJOnj_koQ;=>1.0000;=>781;=>4886;=>0;=>null;=>null
Channels/UCpjaspDaQjTA9p8-cVehSJg;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCpJkMaG2C7kt9uPqTyB-huA;=>1.0000;=>3;=>0;=>0;=>null;=>null
Channels/UCpjNIU7TvGdetgtRWzIttxg;=>1.0000;=>340;=>1017435;=>0;=>null;=>null
Channels/UCPJQ2w7-OSIuqQh0wcBZbvg;=>1.0000;=>1350;=>0;=>0;=>null;=>null
Channels/UCpJTRmZweSIrPEjtEa_g4rg;=>1.0000;=>590;=>13441;=>0;=>null;=>null
Channels/UCpkcbXuQo7MwY31d_HhEQ0Q;=>1.0000;=>15;=>161;=>0;=>null;=>null
Channels/UCPKK_TfKHltxYC6MH_ACvQA;=>1.0000;=>7;=>631;=>0;=>null;=>null
Channels/UCpKZrUEVah1KztNZhnAUa0w;=>1.0000;=>1330;=>7729;=>0;=>null;=>null
Channels/UCpL7w_bOrCTw-y94OxpjkWw;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCPlbtWQHQLH_Xc4pqDB08zw;=>1.0000;=>0;=>7;=>0;=>null;=>null
Channels/UCpldv4lEurLCwpxNBjVpaKw;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCpljeiI1bkqqGNIF0yZDoug;=>1.0000;=>57;=>856;=>0;=>null;=>null
Channels/UCpLOWvgdLm6i9Iy4Od614iQ;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCplQkku9BHwYFls1Aw2cLNA;=>1.0000;=>1;=>0;=>0;=>null;=>null
Channels/UCpm3v_hW_0S9wObzDjB46UQ;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCpMbANmlKKpOA5OvP4iZRBA;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCpme1bYfFO0wfKXoR04Pomw;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCPMipJNgRR5TY9bvuqFOcDg;=>1.0000;=>1230;=>101950;=>0;=>null;=>null
Channels/UCPMKoXrcqVxpOOTUO0bLCOw;=>1.0000;=>290;=>72786;=>0;=>null;=>null
Channels/UCpmwH-iiAgO9J2C79tB4AIw;=>1.0000;=>12;=>0;=>0;=>null;=>null
Channels/UCPN-m2WU8EcD-DvwfG38pQg;=>1.0000;=>8;=>165;=>0;=>null;=>null
Luca Whitaker;=>1.0000;=>434000;=>30746381;=>0;=>US;=>https://en.wikipedia.org/wiki/Health,https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Fashion,https://en.wikipedia.org/wiki/Food
Channels/UCPQ3pbHZ-BeQI3Mx7rZ1qyQ;=>1.0000;=>6;=>240;=>0;=>null;=>null
Channels/UCPq5SaxEyfpcKkf2UNSJPaQ;=>1.0000;=>0;=>5254;=>0;=>null;=>null
Channels/UCPqeeMx9fKsg_u9NaqOWLEQ;=>1.0000;=>121;=>0;=>0;=>null;=>null
Channels/UCPqhyqWT_Aas0g802BByKBQ;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCPqZeCZ5yyvN3wap6X1pudg;=>1.0000;=>2;=>0;=>0;=>null;=>null
Channels/UCpR7HXEQjoKwFRNGLSDx0Ig;=>1.0000;=>18;=>33;=>0;=>null;=>null
Channels/UCPRALnwepACJx8FvYCT1ecw;=>1.0000;=>4;=>45;=>0;=>null;=>null
Channels/UCPRcWLs5kS-uciZd7HcYt_A;=>1.0000;=>11;=>13;=>0;=>null;=>null
Channels/UCPRx5SKViimIBHoKWSkD-XQ;=>1.0000;=>3;=>0;=>0;=>null;=>null
My Toy University;=>1.0000;=>22300;=>17751177;=>0;=>GB;=>https://en.wikipedia.org/wiki/Entertainment,https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Hobby
Channels/UCPSmX-pcZuxgqQL5MUdNKAA;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCpspuSdu85tyYhSpP5TADuQ;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCpSVAlAUZ4b6rYRrlnJzmWQ;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCPsYWPTZKep5y8Je6xPU8Yw;=>1.0000;=>17;=>0;=>0;=>null;=>null
Channels/UCpt0uKmtjBYluxIfxJd53-Q;=>1.0000;=>3;=>0;=>0;=>null;=>null
Channels/UCpT5wgN8Nv18d1nXO2WO9ig;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCPTkgEeTG0_SDH-IXIPenFQ;=>1.0000;=>101;=>1445;=>0;=>null;=>null
Channels/UCPtSjdV6lmUg2DXI4YFvo_A;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCpu38ljSEnyUVKwsOpOrJ9Q;=>1.0000;=>271;=>1377;=>0;=>null;=>null
Channels/UCpu7O8nvsy8EDa512RvQ-yg;=>1.0000;=>1;=>36;=>0;=>null;=>null
Channels/UCPuAoBAilaF6XGwt3lV67jg;=>1.0000;=>13;=>176;=>0;=>null;=>null
Channels/UCPuFswAM09LndIwNeUNuTQg;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCPuJcswDVMESz0YAdO7_GTg;=>1.0000;=>13;=>408;=>0;=>null;=>null
Channels/UCPUlcp3O4ajnukunr7Iu20Q;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCpUMxkXTdf1-T5BeUWIp5Cw;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCpUR_oHk3AREEi1No4oZAvg;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCpuWD2ZBgFugalcF-Z1BNJw;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCpV-XC11z707On55K2JmKLA;=>1.0000;=>510;=>71341;=>0;=>null;=>null
Channels/UCpv4hOCpxJ9AWwn7GHUCkkw;=>1.0000;=>919;=>284535;=>0;=>null;=>null
Channels/UCpv_OO9F6sL636JLZ5PI8KQ;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCpvbTqbIDmtEv6e54c6Yv4A;=>1.0000;=>0;=>30791;=>0;=>null;=>null
Channels/UCPvhCxzmq5O137rjBX2tP0Q;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCPvkAf5k2moGXAVgMqBGhlw;=>1.0000;=>1;=>0;=>0;=>null;=>null
Channels/UCpVLfF5MbhFq0lxJkPbMrNQ;=>1.0000;=>10;=>0;=>0;=>null;=>null
Channels/UCPvUjZN62a0ZDABmc-acU_A;=>1.0000;=>4;=>0;=>0;=>null;=>null
Channels/UCPw6mZeOfoTd1lrgkVFP2cw;=>1.0000;=>10;=>55;=>0;=>null;=>null
Channels/UCPwiWk5eN1smPcNPWNwzl0w;=>1.0000;=>30;=>3322;=>0;=>null;=>null
Channels/UCPwsxNG7wXzBDRsqIIJKc_A;=>1.0000;=>18;=>0;=>0;=>null;=>null
Channels/UCPX6OGpj1BBejZNotD7GTrQ;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCPXBdvgiU7XEU34CC9kTSqQ;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCPXRcWQlaX7_yr5H8kTBW0A;=>1.0000;=>206;=>0;=>0;=>null;=>null
Channels/UCpXUKl2sd6glyYoahYxX2pg;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCPxutlZDl_LoYnp2OyAW3rA;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCPY0NCT1_GC-Q7vV3rvL_ww;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCpyG7LweF10QS7nAfc48BxA;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCpZ8DJvbeA8wL5J7iiVwBug;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCpZ9qZZ06Fir9J8MY3Y8iVw;=>1.0000;=>464;=>2632;=>0;=>null;=>null
Channels/UCPzgIwe8pqp8eATgEX_wSRw;=>1.0000;=>31;=>163;=>0;=>null;=>null
Channels/UCpZlj-Y3X2wjKybeUhKeyww;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCPzQW15wnWtp8dGrysG4cIQ;=>1.0000;=>1;=>0;=>0;=>null;=>null
Channels/UCpZwzK0dl4MvdtttH9Q_HQQ;=>1.0000;=>0;=>2491;=>0;=>null;=>null
Channels/UCpzXJKV-FCLBJPsVrXBGpug;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCQ-6SEP43J9h_w1gI0jvXpg;=>1.0000;=>17;=>7713;=>0;=>null;=>null
Channels/UCQ-A78loiqEAUGL__jVFaRA;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCq-bALEn1uo0Myuv48pRg9g;=>1.0000;=>192;=>192972;=>0;=>null;=>null
Channels/UCq-DR6Dxo3xeVLj68PbLY6g;=>1.0000;=>3;=>0;=>0;=>null;=>null
Channels/UCq-FSSh38vQyvO5TZFXkgLg;=>1.0000;=>37;=>6421;=>0;=>null;=>null
Channels/UCq-gmmDJBZPr78LZ4l5EWWQ;=>1.0000;=>79;=>0;=>0;=>null;=>null
Channels/UCq-Gw8Ye0NFAzTWfvPDFC9A;=>1.0000;=>2;=>0;=>0;=>null;=>null
Channels/UCQ03fV8u3pLJoe1cUqWqPwA;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCq05cJJzBznunLhIiodauag;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCQ0atClhvis24thhitC4_GA;=>1.0000;=>558;=>24873;=>0;=>null;=>null
Channels/UCQ0j8oC_qvXlY17vhVhpw3w;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCQ0xs_FQWkFuHGkhGIQZgvQ;=>1.0000;=>14;=>0;=>0;=>null;=>null
Channels/UCq0YChlgy4PTDyClW0itzag;=>1.0000;=>9;=>0;=>0;=>null;=>null
Channels/UCQ1BQHrhVeT0sfKO7G0DzgA;=>1.0000;=>494;=>154903;=>0;=>null;=>null
Channels/UCQ1Lnut48JGYzNi0dJsErSg;=>1.0000;=>4;=>0;=>0;=>null;=>null
Channels/UCQ23nKiGCkS9fBFBHKc4JGg;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCQ23oPG3CUu_EJkzJSifWiQ;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCq29I_FPxdVYpWaeDYglC_w;=>1.0000;=>518;=>3800;=>0;=>null;=>null
Channels/UCQ2lYAPpao_fGVtkjsT3K_g;=>1.0000;=>8;=>27;=>0;=>null;=>null
Channels/UCQ2xBIT5sbMSUmmyS7_ZEgQ;=>1.0000;=>1;=>0;=>0;=>null;=>null
Channels/UCq38XNjqDEsKF9cgo-k2yIw;=>1.0000;=>2;=>0;=>0;=>null;=>null
Channels/UCq3bxrZ6n27JgunkzlteAvQ;=>1.0000;=>1;=>0;=>0;=>null;=>null
Channels/UCq3Di1BCOgYzm8m5LZVFNdA;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCQ3HGw_iwRcyjCjHhHXnAIg;=>1.0000;=>5;=>116;=>0;=>null;=>null
Channels/UCQ4FqcmXdg4i9K9L6ueZIoQ;=>1.0000;=>3;=>36;=>0;=>null;=>null
Channels/UCq4JtLU851QFyyBIrsnMrxw;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCq5EfaBikCgqp3-3xW9MGDQ;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCq5q8d6SpnMQYLKpUpbk3Fw;=>1.0000;=>17;=>119;=>0;=>null;=>null
Channels/UCQ6DZJ8F3X_oR6h-ahRc9IQ;=>1.0000;=>24;=>0;=>0;=>null;=>null
Channels/UCQ7_EhB8uzD1yFsLoF3WbZw;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCq7d-AUV4mqog8pseKoz76Q;=>1.0000;=>27;=>0;=>0;=>null;=>null
Channels/UCq7IREpsvP4mLLsraniAn4A;=>1.0000;=>1;=>0;=>0;=>null;=>null
Channels/UCQ87Ar_WGQB-QC-JEOqiT4A;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCq8TzauaJwCNU37A3QypxsQ;=>1.0000;=>2710;=>0;=>0;=>null;=>null
Channels/UCq9XfBm1lJPUc-RfUUt9qbg;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCqaODLcpqQGK9wLYf9MmoAg;=>1.0000;=>218;=>17235;=>0;=>null;=>null
Channels/UCqAVeo8cQJ7ncn2o-d61SBA;=>1.0000;=>5;=>0;=>0;=>null;=>null
Channels/UCqazLvAx4qDRFYtHMYgsXDw;=>1.0000;=>2;=>16;=>0;=>null;=>null
Channels/UCQBBLM0jHb3KXkxLzRaXLXw;=>1.0000;=>343;=>140697;=>0;=>null;=>null
Channels/UCqBbVER2AsZnB3bakawNIGQ;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCQbMdnMI1IUiJxEEY07nDUA;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCqbnpZM-RgSfTVLRQdUd2PA;=>1.0000;=>1;=>0;=>0;=>null;=>null
Channels/UCQC0roQ3ctu-5AiuKL-wBJQ;=>1.0000;=>1;=>0;=>0;=>null;=>null
Channels/UCQCDt0o8zCz78Mkn1TFOiQQ;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCqCtfv5CmlJzQuOVE4NUU7Q;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCqd8AN-_BQZYdhERMoourhQ;=>1.0000;=>41;=>633;=>0;=>null;=>null
Channels/UCqdu9k5ojqNIcS1ylyce52g;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCQeeTQPVRWomnV7GGqbdZQg;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCqeGC1oiktzMu3i2FTFFVeQ;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCqElGSoFY7UWP0veK8Ukuxg;=>1.0000;=>12;=>794;=>0;=>null;=>null
Channels/UCqelS0OckMGfAfSVkbM5EFw;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCqEr_Mom-lR0VKOcduOjiag;=>1.0000;=>19;=>240;=>0;=>null;=>null
Channels/UCQEt6Tg3lAw-5y5ysgAbpAQ;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCqEtU0VFmeKnlxH5MzGfw4Q;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCQEUoqLwMNwrT2IYScHubAA;=>1.0000;=>15;=>682;=>0;=>null;=>null
Channels/UCqEYOK9yVrKXcwaXOkIUKJQ;=>1.0000;=>0;=>2;=>0;=>null;=>null
Channels/UCQff4z0LXSAwojb2TCg9qug;=>1.0000;=>1;=>1060;=>0;=>null;=>null
Channels/UCQfo1eGdy7fpJ2RB76kB68g;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCqFqcjBdOmiqp_Be4DOBfBA;=>1.0000;=>32;=>4059;=>0;=>null;=>null
Channels/UCQG0hbyd3AfOEuPTTLOw8LQ;=>1.0000;=>589;=>36871;=>0;=>null;=>null
Channels/UCQGaKZ-IyD7R32zjYyQzsRg;=>1.0000;=>3370;=>949370;=>0;=>null;=>null
Channels/UCqh5LirG7Sf7O8fKC5OpsQQ;=>1.0000;=>2;=>0;=>0;=>null;=>null
Channels/UCQh9D_KeQ0wB5Nz325X4FYA;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCQHEy5tfVCKytCd60MOh28g;=>1.0000;=>3;=>0;=>0;=>null;=>null
Channels/UCQhkAdi-mclG6IwtdUhPxXA;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCQHm6sm4L9oX1gwvRxUqfiw;=>1.0000;=>20;=>0;=>0;=>null;=>null
Channels/UCQHvB0LeZk-uWT8Fbs80Gng;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCQHyxVJje_X4ERK1c8dnR1g;=>1.0000;=>0;=>530;=>0;=>null;=>null
Channels/UCQibAzs5Hk4vOkaBdK44PGA;=>1.0000;=>48;=>2766;=>0;=>null;=>null
Channels/UCQiBn57071XTqekUD8tOdJQ;=>1.0000;=>69;=>8027;=>0;=>null;=>null
Channels/UCQiD2W0k-QSvduyOgXeUOHg;=>1.0000;=>2;=>0;=>0;=>null;=>null
Channels/UCqisz1dfqaHt-2-JCdryuQg;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCQIT1nGA6C6dnGnj1j5RNOg;=>1.0000;=>1;=>0;=>0;=>null;=>null
Channels/UCQJgEUfV3l9MGq-hZrFSHzw;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCqJqlbdMAE7vFKqQK7E5KAQ;=>1.0000;=>1;=>533;=>0;=>null;=>null
Channels/UCQjV91BGhrQ1gWq7fPZUbUw;=>1.0000;=>165;=>0;=>0;=>null;=>null
